DAY;MONTH;YEAR;Valore;Valore;Valore;Valore;Valore;Valore;COUNT;;;0;1;2;3;4;5
21;9;2015;61,82760417;50,84502618;50,69479167;57,38645833;69,39114583;51,78645833;5;;;;;;;;
22;9;2015;50,84502618;50,69479167;57,38645833;69,39114583;51,78645833;36,47083333;4;;;;;;;;
23;9;2015;50,69479167;57,38645833;69,39114583;51,78645833;36,47083333;41,03298429;3;;;;;;;;
24;9;2015;57,38645833;69,39114583;51,78645833;36,47083333;41,03298429;54,00220994;4;;;;;;;;
25;9;2015;69,39114583;51,78645833;36,47083333;41,03298429;54,00220994;53,34915254;8;;;;;;;;
26;9;2015;51,78645833;36,47083333;41,03298429;54,00220994;53,34915254;49,9;2;;;;;;;;
27;9;2015;36,47083333;41,03298429;54,00220994;53,34915254;49,9;59,8984375;3;;;;;;;;
28;9;2015;41,03298429;54,00220994;53,34915254;49,9;59,8984375;45,47552083;5;;;;;;;;
29;9;2015;54,00220994;53,34915254;49,9;59,8984375;45,47552083;37,41041667;1;;;;;;;;
30;9;2015;53,34915254;49,9;59,8984375;45,47552083;37,41041667;55,5546875;4;;;;;;;;
1;10;2015;49,9;59,8984375;45,47552083;37,41041667;55,5546875;58,95833333;3;;;;;;;;
2;10;2015;59,8984375;45,47552083;37,41041667;55,5546875;58,95833333;50,04895833;9;;;;;;;;
3;10;2015;45,47552083;37,41041667;55,5546875;58,95833333;50,04895833;55,76770833;4;;;;;;;;
4;10;2015;37,41041667;55,5546875;58,95833333;50,04895833;55,76770833;55,328125;2;;;;;;;;
5;10;2015;55,5546875;58,95833333;50,04895833;55,76770833;55,328125;41,8234375;4;;;;;;;;
6;10;2015;58,95833333;50,04895833;55,76770833;55,328125;41,8234375;51,340625;4;;;;;;;;
7;10;2015;50,04895833;55,76770833;55,328125;41,8234375;51,340625;54,98125;6;;;;;;;;
8;10;2015;55,76770833;55,328125;41,8234375;51,340625;54,98125;46,44947917;3;;;;;;;;
9;10;2015;55,328125;41,8234375;51,340625;54,98125;46,44947917;41,73802083;8;;;;;;;;
10;10;2015;41,8234375;51,340625;54,98125;46,44947917;41,73802083;44,69166667;6;;;;;;;;
11;10;2015;51,340625;54,98125;46,44947917;41,73802083;44,69166667;46,19518072;7;;;;;;;;
12;10;2015;54,98125;46,44947917;41,73802083;44,69166667;46,19518072;52,6327381;5;;;;;;;;
13;10;2015;46,44947917;41,73802083;44,69166667;46,19518072;52,6327381;49,46011905;5;;;;;;;;
14;10;2015;41,73802083;44,69166667;46,19518072;52,6327381;49,46011905;57,40275862;2;;;;;;;;
15;10;2015;44,69166667;46,19518072;52,6327381;49,46011905;57,40275862;63,58;2;;;;;;;;
16;10;2015;46,19518072;52,6327381;49,46011905;57,40275862;63,58;63,81265823;3;;;;;;;;
17;10;2015;52,6327381;49,46011905;57,40275862;63,58;63,81265823;65,9375;7;;;;;;;;
18;10;2015;49,46011905;57,40275862;63,58;63,81265823;65,9375;80,46590909;1;;;;;;;;
19;10;2015;57,40275862;63,58;63,81265823;65,9375;80,46590909;73,5671875;4;;;;;;;;
20;10;2015;63,58;63,81265823;65,9375;80,46590909;73,5671875;68,85885417;3;;;;;;;;
21;10;2015;63,81265823;65,9375;80,46590909;73,5671875;68,85885417;71,7875;6;;;;;;;;
22;10;2015;65,9375;80,46590909;73,5671875;68,85885417;71,7875;70,34479167;2;;;;;;;;
23;10;2015;80,46590909;73,5671875;68,85885417;71,7875;70,34479167;59,99427083;2;;;;;;;;
24;10;2015;73,5671875;68,85885417;71,7875;70,34479167;59,99427083;46,06354167;1;;;;;;;;
25;10;2015;68,85885417;71,7875;70,34479167;59,99427083;46,06354167;66,00104167;6;;;;;;;;
26;10;2015;71,7875;70,34479167;59,99427083;46,06354167;66,00104167;62,8484375;5;;;;;;;;
27;10;2015;70,34479167;59,99427083;46,06354167;66,00104167;62,8484375;62,25;5;;;;;;;;
28;10;2015;59,99427083;46,06354167;66,00104167;62,8484375;62,25;73,78958333;4;;;;;;;;
29;10;2015;46,06354167;66,00104167;62,8484375;62,25;73,78958333;76,96302083;2;;;;;;;;
30;10;2015;66,00104167;62,8484375;62,25;73,78958333;76,96302083;61,41197917;7;;;;;;;;
31;10;2015;62,8484375;62,25;73,78958333;76,96302083;61,41197917;85,49739583;6;;;;;;;;
1;11;2015;62,25;73,78958333;76,96302083;61,41197917;85,49739583;89,59166667;4;;;;;;;;
2;11;2015;73,78958333;76,96302083;61,41197917;85,49739583;89,59166667;90,90208333;3;;;;;;;;
3;11;2015;76,96302083;61,41197917;85,49739583;89,59166667;90,90208333;89,178125;4;;;;;;;;
4;11;2015;61,41197917;85,49739583;89,59166667;90,90208333;89,178125;62,92708333;3;;;;;;;;
5;11;2015;85,49739583;89,59166667;90,90208333;89,178125;62,92708333;76,08958333;7;;;;;;;;
6;11;2015;89,59166667;90,90208333;89,178125;62,92708333;76,08958333;86,7828125;2;;;;;;;;
7;11;2015;90,90208333;89,178125;62,92708333;76,08958333;86,7828125;80,55602094;3;;;;;;;;
8;11;2015;89,178125;62,92708333;76,08958333;86,7828125;80,55602094;92,45736842;5;;;;;;;;
9;11;2015;62,92708333;76,08958333;86,7828125;80,55602094;92,45736842;49,55416667;5;;;;;;;;
10;11;2015;76,08958333;86,7828125;80,55602094;92,45736842;49,55416667;48,45416667;7;;;;;;;;
11;11;2015;86,7828125;80,55602094;92,45736842;49,55416667;48,45416667;52,52663043;1;;;;;;;;
12;11;2015;80,55602094;92,45736842;49,55416667;48,45416667;52,52663043;57,27380952;2;;;;;;;;
13;11;2015;92,45736842;49,55416667;48,45416667;52,52663043;57,27380952;57,46666667;8;;;;;;;;
14;11;2015;49,55416667;48,45416667;52,52663043;57,27380952;57,46666667;49,75595238;3;;;;;;;;
15;11;2015;48,45416667;52,52663043;57,27380952;57,46666667;49,75595238;55,94166667;6;;;;;;;;
16;11;2015;52,52663043;57,27380952;57,46666667;49,75595238;55,94166667;46,36785714;10;;;;;;;;
17;11;2015;57,27380952;57,46666667;49,75595238;55,94166667;46,36785714;39,8;2;;;;;;;;
18;11;2015;57,46666667;49,75595238;55,94166667;46,36785714;39,8;61,53630952;2;;;;;;;;
19;11;2015;49,75595238;55,94166667;46,36785714;39,8;61,53630952;67,625;6;;;;;;;;
20;11;2015;55,94166667;46,36785714;39,8;61,53630952;67,625;67,22083333;8;;;;;;;;
21;11;2015;46,36785714;39,8;61,53630952;67,625;67,22083333;68,9547619;3;;;;;;;;
22;11;2015;39,8;61,53630952;67,625;67,22083333;68,9547619;88,5994012;6;;;;;;;;
23;11;2015;61,53630952;67,625;67,22083333;68,9547619;88,5994012;78,23988095;3;;;;;;;;
24;11;2015;67,625;67,22083333;68,9547619;88,5994012;78,23988095;76,71964286;0;;;;;;;;
25;11;2015;67,22083333;68,9547619;88,5994012;78,23988095;76,71964286;82,34047619;3;;;;;;;;
26;11;2015;68,9547619;88,5994012;78,23988095;76,71964286;82,34047619;75,64659686;3;;;;;;;;
27;11;2015;88,5994012;78,23988095;76,71964286;82,34047619;75,64659686;81,58125;7;;;;;;;;
28;11;2015;78,23988095;76,71964286;82,34047619;75,64659686;81,58125;76,29270833;8;;;;;;;;
29;11;2015;76,71964286;82,34047619;75,64659686;81,58125;76,29270833;78,21822917;4;;;;;;;;
30;11;2015;82,34047619;75,64659686;81,58125;76,29270833;78,21822917;57,19166667;5;;;;;;;;
1;12;2015;75,64659686;81,58125;76,29270833;78,21822917;57,19166667;53,321875;3;;;;;;;;
2;12;2015;81,58125;76,29270833;78,21822917;57,19166667;53,321875;51,70052083;9;;;;;;;;
3;12;2015;76,29270833;78,21822917;57,19166667;53,321875;51,70052083;58,64583333;3;;;;;;;;
4;12;2015;78,21822917;57,19166667;53,321875;51,70052083;58,64583333;56,17239583;3;;;;;;;;
5;12;2015;57,19166667;53,321875;51,70052083;58,64583333;56,17239583;60,7631016;4;;;;;;;;
6;12;2015;53,321875;51,70052083;58,64583333;56,17239583;60,7631016;62,85208333;5;;;;;;;;
7;12;2015;51,70052083;58,64583333;56,17239583;60,7631016;62,85208333;65,27738095;6;;;;;;;;
8;12;2015;58,64583333;56,17239583;60,7631016;62,85208333;65,27738095;62,2547619;3;;;;;;;;
9;12;2015;56,17239583;60,7631016;62,85208333;65,27738095;62,2547619;66,06904762;10;;;;;;;;
10;12;2015;60,7631016;62,85208333;65,27738095;62,2547619;66,06904762;76,11964286;1;;;;;;;;
11;12;2015;62,85208333;65,27738095;62,2547619;66,06904762;76,11964286;90,08988095;3;;;;;;;;
12;12;2015;65,27738095;62,2547619;66,06904762;76,11964286;90,08988095;95,40993789;1;;;;;;;;
13;12;2015;62,2547619;66,06904762;76,11964286;90,08988095;95,40993789;100,0817073;2;;;;;;;;
14;12;2015;66,06904762;76,11964286;90,08988095;95,40993789;100,0817073;85,46488095;3;;;;;;;;
15;12;2015;76,11964286;90,08988095;95,40993789;100,0817073;85,46488095;77,67559524;3;;;;;;;;
16;12;2015;90,08988095;95,40993789;100,0817073;85,46488095;77,67559524;71,23333333;7;;;;;;;;
17;12;2015;95,40993789;100,0817073;85,46488095;77,67559524;71,23333333;61,05892857;5;;;;;;;;
18;12;2015;100,0817073;85,46488095;77,67559524;71,23333333;61,05892857;61,90119048;4;;;;;;;;
19;12;2015;85,46488095;77,67559524;71,23333333;61,05892857;61,90119048;50,7;3;;;;;;;;
20;12;2015;77,67559524;71,23333333;61,05892857;61,90119048;50,7;48,42559524;3;;;;;;;;
21;12;2015;71,23333333;61,05892857;61,90119048;50,7;48,42559524;48,35297619;6;;;;;;;;
22;12;2015;61,05892857;61,90119048;50,7;48,42559524;48,35297619;50,52261905;2;;;;;;;;
23;12;2015;61,90119048;50,7;48,42559524;48,35297619;50,52261905;56,89760479;5;;;;;;;;
24;12;2015;50,7;48,42559524;48,35297619;50,52261905;56,89760479;65,1702381;2;;;;;;;;
25;12;2015;48,42559524;48,35297619;50,52261905;56,89760479;65,1702381;66,02857143;6;;;;;;;;
26;12;2015;48,35297619;50,52261905;56,89760479;65,1702381;66,02857143;47,31666667;4;;;;;;;;
27;12;2015;50,52261905;56,89760479;65,1702381;66,02857143;47,31666667;;3;;;;;;;;
28;12;2015;56,89760479;65,1702381;66,02857143;47,31666667;;;8;;;;;;;;
29;12;2015;65,1702381;66,02857143;47,31666667;;;;8;;;;;;;;
30;12;2015;66,02857143;47,31666667;;;;;5;;;;;;;;
31;12;2015;47,31666667;;;;;;6;;;;;;;;
