DAY;MONTH;YEAR;Valore
8;11;2015;46,0
9;11;2015;57,33333333333334
10;11;2015;64,33333333333333
11;11;2015;68,0
12;11;2015;95,0
13;11;2015;49,66666666666666
14;11;2015;58,0
15;11;2015;60,33333333333334
16;11;2015;64,66666666666667
17;11;2015;57,0
18;11;2015;44,0
19;11;2015;51,0
20;11;2015;41,333333333333336
21;11;2015;17,0
22;11;2015;21,5
23;11;2015;38,66666666666666
24;11;2015;60,0
25;11;2015;78,33333333333333
26;11;2015;62,33333333333334
27;11;2015;62,33333333333334
28;11;2015;77,0
29;11;2015;69,66666666666667
30;11;2015;82,66666666666667
1;12;2015;110,66666666666669
2;12;2015;94,66666666666669
3;12;2015;81,33333333333333
4;12;2015;71,66666666666667
5;12;2015;77,66666666666667
6;12;2015;79,33333333333333
7;12;2015;92,0
8;12;2015;73,66666666666667
9;12;2015;55,33333333333334
10;12;2015;60,33333333333334
11;12;2015;67,0
12;12;2015;73,0
13;12;2015;82,0
14;12;2015;99,66666666666669
15;12;2015;101,66666666666669
16;12;2015;99,33333333333331
17;12;2015;98,66666666666669
18;12;2015;80,5
19;12;2015;86,33333333333331
20;12;2015;87,66666666666669
21;12;2015;77,66666666666667
22;12;2015;72,5
23;12;2015;59,66666666666666
24;12;2015;60,33333333333334
25;12;2015;56,0
26;12;2015;60,0
27;12;2015;64,33333333333333
28;12;2015;79,66666666666667
29;12;2015;51,66666666666666
30;12;2015;34,0
31;12;2015;76,66666666666667
