DAY;MONTH;YEAR;Valore;Valore;Valore;Valore;Valore;Valore;COUNT;;;;;;;
5;4;2017;50,096875;77,29791667;69,14326923;82,26333333;72,25916667;76,46833333;5;;;;;;;
6;4;2017;77,29791667;69,14326923;82,26333333;72,25916667;76,46833333;56,45;6;;;;;;;
7;4;2017;69,14326923;82,26333333;72,25916667;76,46833333;56,45;59,21333333;10;;;;;;;
8;4;2017;82,26333333;72,25916667;76,46833333;56,45;59,21333333;37,915;8;;;;;;;
9;4;2017;72,25916667;76,46833333;56,45;59,21333333;37,915;48,15916667;4;;;;;;;
10;4;2017;76,46833333;56,45;59,21333333;37,915;48,15916667;35,075;3;;;;;;;
11;4;2017;56,45;59,21333333;37,915;48,15916667;35,075;34,17333333;6;;;;;;;
12;4;2017;59,21333333;37,915;48,15916667;35,075;34,17333333;31,33833333;6;;;;;;;
13;4;2017;37,915;48,15916667;35,075;34,17333333;31,33833333;53,46333333;2;;;;;;;
14;4;2017;48,15916667;35,075;34,17333333;31,33833333;53,46333333;52,35166667;1;;;;;;;
15;4;2017;35,075;34,17333333;31,33833333;53,46333333;52,35166667;71,25916667;1;;;;;;;
16;4;2017;34,17333333;31,33833333;53,46333333;52,35166667;71,25916667;70,17310924;2;;;;;;;
17;4;2017;31,33833333;53,46333333;52,35166667;71,25916667;70,17310924;61,2975;4;;;;;;;
18;4;2017;53,46333333;52,35166667;71,25916667;70,17310924;61,2975;26,345;2;;;;;;;
19;4;2017;52,35166667;71,25916667;70,17310924;61,2975;26,345;46,24333333;5;;;;;;;
20;4;2017;71,25916667;70,17310924;61,2975;26,345;46,24333333;46,99583333;8;;;;;;;
21;4;2017;70,17310924;61,2975;26,345;46,24333333;46,99583333;81,8325;5;;;;;;;
22;4;2017;61,2975;26,345;46,24333333;46,99583333;81,8325;85,85666667;2;;;;;;;
23;4;2017;26,345;46,24333333;46,99583333;81,8325;85,85666667;49,04090909;6;;;;;;;
24;4;2017;46,24333333;46,99583333;81,8325;85,85666667;49,04090909;64,059375;5;;;;;;;
25;4;2017;46,99583333;81,8325;85,85666667;49,04090909;64,059375;38,76354167;5;;;;;;;
26;4;2017;81,8325;85,85666667;49,04090909;64,059375;38,76354167;38,690625;6;;;;;;;
27;4;2017;85,85666667;49,04090909;64,059375;38,76354167;38,690625;68,7537037;7;;;;;;;
28;4;2017;49,04090909;64,059375;38,76354167;38,690625;68,7537037;72,91583333;8;;;;;;;
29;4;2017;64,059375;38,76354167;38,690625;68,7537037;72,91583333;65,38666667;3;;;;;;;
